1737,16,2019-07-01,1,3399.99,271.9992
2683,65,2019-07-01,1,3578.27,286.2616
5063,55,2019-07-01,1,3578.27,286.2616
6095,25,2019-07-01,1,3399.99,271.9992
6545,76,2019-07-01,1,699.0982,55.9279
7319,55,2019-07-01,1,3578.27,286.2616
9243,16,2019-07-01,1,3399.99,271.9992
11741,96,2019-07-01,1,3374.99,269.9992
431,100,2019-07-02,1,3578.27,286.2616
767,31,2019-07-02,1,699.0982,55.9279
3635,111,2019-07-02,1,3578.27,286.2616
4565,65,2019-07-02,1,3578.27,286.2616
7407,100,2019-07-02,1,3578.27,286.2616
8564,107,2019-07-02,1,3578.27,286.2616
12175,111,2019-07-02,1,3578.27,286.2616
42,65,2019-07-03,1,3578.27,286.2616
6123,55,2019-07-03,1,3578.27,286.2616
8187,55,2019-07-03,1,3578.27,286.2616
8532,65,2019-07-03,1,3578.27,286.2616
8685,65,2019-07-03,1,3578.27,286.2616
9536,65,2019-07-03,1,3578.27,286.2616
9939,111,2019-07-03,1,3578.27,286.2616
10668,100,2019-07-03,1,3578.27,286.2616
11669,76,2019-07-03,1,699.0982,55.9279
230,112,2019-07-04,1,699.0982,55.9279
5106,112,2019-07-04,1,699.0982,55.9279
5725,100,2019-07-04,1,3578.27,286.2616
7315,65,2019-07-04,1,3578.27,286.2616
7585,65,2019-07-04,1,3578.27,286.2616
8461,65,2019-07-04,1,3578.27,286.2616
3362,100,2019-07-05,1,3578.27,286.2616
4372,107,2019-07-05,1,3578.27,286.2616
6022,111,2019-07-05,1,3578.27,286.2616
6610,16,2019-07-05,1,3399.99,271.9992
6946,47,2019-07-05,1,3374.99,269.9992
7316,55,2019-07-05,1,3578.27,286.2616
9951,16,2019-07-05,1,3399.99,271.9992
10753,16,2019-07-05,1,3399.99,271.9992
12245,100,2019-07-05,1,3578.27,286.2616
1014,126,2019-07-06,1,3399.99,271.9992
2603,100,2019-07-06,1,3578.27,286.2616
2763,65,2019-07-06,1,3578.27,286.2616
5853,100,2019-07-06,1,3578.27,286.2616
6197,55,2019-07-06,1,3578.27,286.2616
9552,107,2019-07-06,1,3578.27,286.2616
10523,111,2019-07-06,1,3578.27,286.2616
11120,55,2019-07-06,1,3578.27,286.2616
1294,65,2019-07-07,1,3578.27,286.2616
2468,65,2019-07-07,1,3578.27,286.2616
4542,107,2019-07-07,1,3578.27,286.2616
4566,111,2019-07-07,1,3578.27,286.2616
5863,100,2019-07-07,1,3578.27,286.2616
6698,55,2019-07-07,1,3578.27,286.2616
8493,107,2019-07-07,1,3578.27,286.2616
10298,65,2019-07-07,1,3578.27,286.2616
11727,111,2019-07-07,1,3578.27,286.2616
2206,100,2019-07-08,1,3578.27,286.2616
4208,55,2019-07-08,1,3578.27,286.2616
5690,65,2019-07-08,1,3578.27,286.2616
6477,112,2019-07-08,1,699.0982,55.9279
6944,47,2019-07-08,1,3374.99,269.9992
7939,55,2019-07-08,1,3578.27,286.2616
8626,55,2019-07-08,1,3578.27,286.2616
12246,111,2019-07-08,1,3578.27,286.2616
2268,16,2019-07-09,1,3399.99,271.9992
6023,55,2019-07-09,1,3578.27,286.2616
6169,107,2019-07-09,1,3578.27,286.2616
6586,107,2019-07-09,1,3578.27,286.2616
7515,111,2019-07-09,1,3578.27,286.2616
8504,47,2019-07-09,1,3374.99,269.9992
1105,31,2019-07-10,1,699.0982,55.9279
1408,111,2019-07-10,1,3578.27,286.2616
1872,107,2019-07-10,1,3578.27,286.2616
2343,100,2019-07-10,1,3578.27,286.2616
2793,9,2019-07-10,1,3399.99,271.9992
3082,100,2019-07-10,1,3578.27,286.2616
5996,111,2019-07-10,1,3578.27,286.2616
6291,126,2019-07-10,1,3399.99,271.9992
6739,100,2019-07-10,1,3578.27,286.2616
8246,120,2019-07-10,1,699.0982,55.9279
8991,100,2019-07-10,1,3578.27,286.2616
9085,65,2019-07-10,1,3578.27,286.2616
2900,100,2019-07-11,1,3578.27,286.2616
3072,65,2019-07-11,1,3578.27,286.2616
8522,100,2019-07-11,1,3578.27,286.2616
10330,100,2019-07-11,1,3578.27,286.2616
1905,65,2019-07-12,1,3578.27,286.2616
2094,25,2019-07-12,1,3399.99,271.9992
2559,25,2019-07-12,1,3399.99,271.9992
3228,126,2019-07-12,1,3399.99,271.9992
4925,55,2019-07-12,1,3578.27,286.2616
5928,96,2019-07-12,1,3374.99,269.9992
7036,65,2019-07-12,1,3578.27,286.2616
8124,111,2019-07-12,1,3578.27,286.2616
8125,25,2019-07-12,1,3399.99,271.9992
9056,100,2019-07-12,1,3578.27,286.2616
10621,96,2019-07-12,1,3374.99,269.9992
34,65,2019-07-13,1,3578.27,286.2616
311,65,2019-07-13,1,3578.27,286.2616
2547,95,2019-07-13,1,699.0982,55.9279
4657,55,2019-07-13,1,3578.27,286.2616
5550,100,2019-07-13,1,3578.27,286.2616
5792,100,2019-07-13,1,3578.27,286.2616
6555,100,2019-07-13,1,3578.27,286.2616
11907,100,2019-07-13,1,3578.27,286.2616
1852,100,2019-07-14,1,3578.27,286.2616
3177,55,2019-07-14,1,3578.27,286.2616
3380,111,2019-07-14,1,3578.27,286.2616
3621,9,2019-07-14,1,3399.99,271.9992
5647,16,2019-07-14,1,3399.99,271.9992
5902,107,2019-07-14,1,3578.27,286.2616
6148,55,2019-07-14,1,3578.27,286.2616
8414,58,2019-07-14,1,699.0982,55.9279
11149,100,2019-07-14,1,3578.27,286.2616
250,107,2019-07-15,1,3578.27,286.2616
494,95,2019-07-15,1,699.0982,55.9279
2782,59,2019-07-15,1,699.0982,55.9279
4373,100,2019-07-15,1,3578.27,286.2616
4823,111,2019-07-15,1,3578.27,286.2616
6357,59,2019-07-15,1,699.0982,55.9279
7093,100,2019-07-15,1,3578.27,286.2616
9613,55,2019-07-15,1,3578.27,286.2616
10105,55,2019-07-15,1,3578.27,286.2616
10867,65,2019-07-15,1,3578.27,286.2616
10918,47,2019-07-15,1,3374.99,269.9992
11133,51,2019-07-15,1,3374.99,269.9992
11736,16,2019-07-15,1,3399.99,271.9992
11851,107,2019-07-15,1,3578.27,286.2616
12025,100,2019-07-15,1,3578.27,286.2616
12026,47,2019-07-15,1,3374.99,269.9992
700,47,2019-07-16,1,3374.99,269.9992
1620,65,2019-07-16,1,3578.27,286.2616
3963,128,2019-07-16,1,3374.99,269.9992
5806,55,2019-07-16,1,3578.27,286.2616
7586,51,2019-07-16,1,3374.99,269.9992
8356,55,2019-07-16,1,3578.27,286.2616
10919,51,2019-07-16,1,3374.99,269.9992
11246,55,2019-07-16,1,3578.27,286.2616
11308,94,2019-07-16,1,699.0982,55.9279
12229,55,2019-07-16,1,3578.27,286.2616
2095,107,2019-07-17,1,3578.27,286.2616
2627,111,2019-07-17,1,3578.27,286.2616
3474,111,2019-07-17,1,3578.27,286.2616
4374,120,2019-07-17,1,699.0982,55.9279
4376,107,2019-07-17,1,3578.27,286.2616
5354,107,2019-07-17,1,3578.27,286.2616
7281,65,2019-07-17,1,3578.27,286.2616
8686,100,2019-07-17,1,3578.27,286.2616
10806,55,2019-07-17,1,3578.27,286.2616
11670,107,2019-07-17,1,3578.27,286.2616
1449,111,2019-07-18,1,3578.27,286.2616
2981,55,2019-07-18,1,3578.27,286.2616
4926,90,2019-07-18,1,699.0982,55.9279
6433,96,2019-07-18,1,3374.99,269.9992
7647,100,2019-07-18,1,3578.27,286.2616
8636,111,2019-07-18,1,3578.27,286.2616
11435,107,2019-07-18,1,3578.27,286.2616
624,55,2019-07-19,1,3578.27,286.2616
841,111,2019-07-19,1,3578.27,286.2616
2151,107,2019-07-19,1,3578.27,286.2616
3148,100,2019-07-19,1,3578.27,286.2616
5691,100,2019-07-19,1,3578.27,286.2616
7076,100,2019-07-19,1,3578.27,286.2616
7217,16,2019-07-19,1,3399.99,271.9992
7276,126,2019-07-19,1,3399.99,271.9992
10378,76,2019-07-19,1,699.0982,55.9279
11166,52,2019-07-19,1,699.0982,55.9279
12097,65,2019-07-19,1,3578.27,286.2616
2901,55,2019-07-20,1,3578.27,286.2616
5041,111,2019-07-20,1,3578.27,286.2616
5439,55,2019-07-20,1,3578.27,286.2616
5999,59,2019-07-20,1,699.0982,55.9279
6155,25,2019-07-20,1,3399.99,271.9992
7109,100,2019-07-20,1,3578.27,286.2616
7282,9,2019-07-20,1,3399.99,271.9992
9144,55,2019-07-20,1,3578.27,286.2616
10465,55,2019-07-20,1,3578.27,286.2616
11247,65,2019-07-20,1,3578.27,286.2616
11376,107,2019-07-20,1,3578.27,286.2616
12204,65,2019-07-20,1,3578.27,286.2616
2317,128,2019-07-21,1,3374.99,269.9992
4796,65,2019-07-21,1,3578.27,286.2616
6868,111,2019-07-21,1,3578.27,286.2616
7467,100,2019-07-21,1,3578.27,286.2616
9734,51,2019-07-21,1,3374.99,269.9992
9806,107,2019-07-21,1,3578.27,286.2616
10069,95,2019-07-21,1,699.0982,55.9279
12238,25,2019-07-21,1,3399.99,271.9992
1923,126,2019-07-22,1,3399.99,271.9992
2684,111,2019-07-22,1,3578.27,286.2616
3992,96,2019-07-22,1,3374.99,269.9992
5194,111,2019-07-22,1,3578.27,286.2616
5765,100,2019-07-22,1,3578.27,286.2616
7408,107,2019-07-22,1,3578.27,286.2616
8188,65,2019-07-22,1,3578.27,286.2616
9553,100,2019-07-22,1,3578.27,286.2616
10868,55,2019-07-22,1,3578.27,286.2616
10981,65,2019-07-22,1,3578.27,286.2616
12370,107,2019-07-22,1,3578.27,286.2616
759,111,2019-07-23,1,3578.27,286.2616
2458,111,2019-07-23,1,3578.27,286.2616
4056,55,2019-07-23,1,3578.27,286.2616
4441,55,2019-07-23,1,3578.27,286.2616
5128,96,2019-07-23,1,3374.99,269.9992
5333,100,2019-07-23,1,3578.27,286.2616
5410,100,2019-07-23,1,3578.27,286.2616
8126,95,2019-07-23,1,699.0982,55.9279
10026,100,2019-07-23,1,3578.27,286.2616
11728,100,2019-07-23,1,3578.27,286.2616
11778,90,2019-07-23,1,699.0982,55.9279
801,55,2019-07-24,1,3578.27,286.2616
876,100,2019-07-24,1,3578.27,286.2616
1509,25,2019-07-24,1,3399.99,271.9992
3363,111,2019-07-24,1,3578.27,286.2616
3733,65,2019-07-24,1,3578.27,286.2616
6236,25,2019-07-24,1,3399.99,271.9992
6869,55,2019-07-24,1,3578.27,286.2616
7110,65,2019-07-24,1,3578.27,286.2616
8298,55,2019-07-24,1,3578.27,286.2616
8865,107,2019-07-24,1,3578.27,286.2616
1981,55,2019-07-25,1,3578.27,286.2616
4567,55,2019-07-25,1,3578.27,286.2616
5318,111,2019-07-25,1,3578.27,286.2616
6478,65,2019-07-25,1,3578.27,286.2616
8800,111,2019-07-25,1,3578.27,286.2616
10920,100,2019-07-25,1,3578.27,286.2616
11036,51,2019-07-25,1,3374.99,269.9992
3495,100,2019-07-26,1,3578.27,286.2616
3573,55,2019-07-26,1,3578.27,286.2616
5377,76,2019-07-26,1,699.0982,55.9279
5546,111,2019-07-26,1,3578.27,286.2616
6024,65,2019-07-26,1,3578.27,286.2616
6198,55,2019-07-26,1,3578.27,286.2616
7648,107,2019-07-26,1,3578.27,286.2616
7705,71,2019-07-26,1,699.0982,55.9279
7768,55,2019-07-26,1,3578.27,286.2616
8289,100,2019-07-26,1,3578.27,286.2616
8299,52,2019-07-26,1,699.0982,55.9279
9952,128,2019-07-26,1,3374.99,269.9992
11173,55,2019-07-26,1,3578.27,286.2616
11357,95,2019-07-26,1,699.0982,55.9279
1322,47,2019-07-27,1,3374.99,269.9992
1848,65,2019-07-27,1,3578.27,286.2616
2152,65,2019-07-27,1,3578.27,286.2616
2376,51,2019-07-27,1,3374.99,269.9992
6945,47,2019-07-27,1,3374.99,269.9992
